0, 0 %, 83.65 W;1, 0 %, 79.23 W;2, 0 %, 76.15 W;3, 0 %, 50.86 W; @1786707376
0, 0 %, 220.29 W;1, 0 %, 66.97 W;2, 0 %, 59.84 W;3, 0 %, 50.91 W; @1786707378
0, 100 %, 545.53 W;1, 99 %, 493.15 W;2, 85 %, 511.55 W;3, 0 %, 51.74 W; @1786707380
0, 98 %, 543.41 W;1, 99 %, 496.20 W;2, 99 %, 515.63 W;3, 0 %, 51.77 W; @1786707382
0, 0 %, 97.06 W;1, 0 %, 88.78 W;2, 0 %, 89.49 W;3, 0 %, 8.95 W; @1786707385
0, 0 %, 66.31 W;1, 0 %, 68.18 W;2, 0 %, 60.57 W;3, 0 %, 8.24 W; @1786707387
0, 0 %, 232.48 W;1, 0 %, 211.29 W;2, 99 %, 175.64 W;3, 0 %, 8.37 W; @1786707389
0, 99 %, 554.37 W;1, 99 %, 507.75 W;2, 99 %, 528.21 W;3, 0 %, 10.60 W; @1786707391
0, 0 %, 197.49 W;1, 0 %, 223.35 W;2, 0 %, 257.33 W;3, 0 %, 10.84 W; @1786707393
0, 0 %, 66.68 W;1, 0 %, 68.36 W;2, 0 %, 60.63 W;3, 0 %, 7.58 W; @1786707396
0, 0 %, 66.33 W;1, 0 %, 67.50 W;2, 0 %, 60.20 W;3, 0 %, 7.65 W; @1786707398
0, 0 %, 65.93 W;1, 0 %, 66.57 W;2, 0 %, 59.47 W;3, 0 %, 7.86 W; @1786707400
0, 0 %, 66.22 W;1, 0 %, 66.54 W;2, 0 %, 59.37 W;3, 0 %, 7.72 W; @1786707402
0, 99 %, 529.91 W;1, 99 %, 488.92 W;2, 99 %, 507.11 W;3, 0 %, 10.49 W; @1786707404
0, 98 %, 549.47 W;1, 84 %, 510.89 W;2, 99 %, 525.16 W;3, 0 %, 10.81 W; @1786707406
0, 99 %, 535.12 W;1, 99 %, 491.59 W;2, 99 %, 512.24 W;3, 0 %, 10.74 W; @1786707408
0, 99 %, 552.35 W;1, 98 %, 506.12 W;2, 99 %, 526.46 W;3, 0 %, 10.66 W; @1786707411
0, 99 %, 558.81 W;1, 99 %, 513.20 W;2, 99 %, 537.09 W;3, 0 %, 10.89 W; @1786707413
0, 98 %, 554.65 W;1, 98 %, 507.59 W;2, 98 %, 525.99 W;3, 0 %, 10.92 W; @1786707415
0, 99 %, 564.23 W;1, 99 %, 518.16 W;2, 99 %, 537.34 W;3, 0 %, 10.39 W; @1786707417
0, 0 %, 224.95 W;1, 0 %, 240.23 W;2, 0 %, 216.38 W;3, 0 %, 10.24 W; @1786707419
0, 0 %, 71.80 W;1, 0 %, 69.93 W;2, 0 %, 66.37 W;3, 0 %, 7.49 W; @1786707421
0, 0 %, 67.51 W;1, 0 %, 68.69 W;2, 0 %, 62.07 W;3, 0 %, 7.64 W; @1786707423
0, 98 %, 543.72 W;1, 98 %, 501.54 W;2, 89 %, 518.85 W;3, 0 %, 10.87 W; @1786707425
0, 98 %, 545.93 W;1, 98 %, 502.84 W;2, 100 %, 522.48 W;3, 0 %, 10.64 W; @1786707427
0, 0 %, 122.82 W;1, 0 %, 104.11 W;2, 9 %, 94.39 W;3, 0 %, 9.90 W; @1786707430
0, 0 %, 67.92 W;1, 0 %, 69.41 W;2, 0 %, 62.88 W;3, 0 %, 7.07 W; @1786707432
0, 0 %, 66.78 W;1, 0 %, 68.87 W;2, 0 %, 61.96 W;3, 0 %, 7.31 W; @1786707434
0, 98 %, 555.80 W;1, 98 %, 513.92 W;2, 98 %, 527.73 W;3, 0 %, 10.59 W; @1786707436
0, 98 %, 545.53 W;1, 87 %, 510.24 W;2, 98 %, 530.73 W;3, 0 %, 10.32 W; @1786707438
0, 0 %, 99.29 W;1, 0 %, 90.91 W;2, 0 %, 92.24 W;3, 0 %, 7.16 W; @1786707441
0, 0 %, 67.46 W;1, 0 %, 68.83 W;2, 0 %, 62.10 W;3, 0 %, 7.14 W; @1786707443
