0, 0 %, 504 MiB, 21.53 W;1, 0 %, 504 MiB, 24.16 W;2, 0 %, 504 MiB, 12.36 W;3, 0 %, 3 MiB, 7.31 W; @1786712958
0, 0 %, 504 MiB, 21.41 W;1, 0 %, 504 MiB, 23.67 W;2, 0 %, 504 MiB, 12.53 W;3, 0 %, 3 MiB, 7.17 W; @1786712961
0, 0 %, 504 MiB, 21.61 W;1, 0 %, 504 MiB, 23.30 W;2, 0 %, 504 MiB, 12.37 W;3, 0 %, 3 MiB, 7.32 W; @1786712964
0, 0 %, 504 MiB, 21.60 W;1, 0 %, 504 MiB, 24.80 W;2, 0 %, 504 MiB, 12.35 W;3, 0 %, 3 MiB, 7.30 W; @1786712967
0, 0 %, 504 MiB, 21.62 W;1, 0 %, 504 MiB, 24.61 W;2, 0 %, 504 MiB, 12.28 W;3, 0 %, 3 MiB, 7.68 W; @1786712970
0, 0 %, 504 MiB, 21.89 W;1, 0 %, 504 MiB, 24.28 W;2, 0 %, 504 MiB, 12.18 W;3, 0 %, 3 MiB, 7.46 W; @1786712974
0, 0 %, 504 MiB, 21.83 W;1, 0 %, 504 MiB, 24.01 W;2, 0 %, 504 MiB, 12.22 W;3, 0 %, 3 MiB, 7.30 W; @1786712977
0, 0 %, 504 MiB, 21.73 W;1, 0 %, 504 MiB, 24.41 W;2, 0 %, 504 MiB, 11.92 W;3, 0 %, 3 MiB, 7.58 W; @1786712980
0, 0 %, 504 MiB, 21.39 W;1, 0 %, 504 MiB, 23.91 W;2, 0 %, 504 MiB, 12.02 W;3, 0 %, 3 MiB, 7.57 W; @1786712983
0, 0 %, 504 MiB, 21.43 W;1, 0 %, 504 MiB, 23.48 W;2, 0 %, 504 MiB, 12.18 W;3, 0 %, 3 MiB, 7.39 W; @1786712986
0, 0 %, 504 MiB, 21.41 W;1, 0 %, 504 MiB, 24.28 W;2, 0 %, 504 MiB, 11.95 W;3, 0 %, 3 MiB, 7.36 W; @1786712989
0, 0 %, 504 MiB, 21.60 W;1, 0 %, 504 MiB, 23.77 W;2, 0 %, 504 MiB, 12.18 W;3, 0 %, 3 MiB, 6.81 W; @1786712992
0, 0 %, 504 MiB, 21.66 W;1, 0 %, 504 MiB, 24.09 W;2, 0 %, 504 MiB, 12.03 W;3, 0 %, 3 MiB, 7.35 W; @1786712996
0, 0 %, 1386 MiB, 43.58 W;1, 0 %, 1386 MiB, 49.59 W;2, 0 %, 1386 MiB, 30.99 W;3, 0 %, 3 MiB, 7.29 W; @1786712999
0, 1 %, 2074 MiB, 64.34 W;1, 1 %, 2074 MiB, 63.52 W;2, 4 %, 2074 MiB, 55.33 W;3, 0 %, 3 MiB, 7.51 W; @1786713002
0, 1 %, 2518 MiB, 64.40 W;1, 1 %, 2518 MiB, 63.50 W;2, 1 %, 2518 MiB, 55.14 W;3, 0 %, 3 MiB, 7.41 W; @1786713005
